Cyberincidentnum,Dyadpair,StateA,StateB,Name,interactionstartdate,interactionenddate,method,targettype,initiator,cyber_objective,information_operation,objective_achievement,Concession ,3rdpartyinitiator,severity,damage type,Crit Inf,Supply Ch,Ransomware,Political Objective,Sources1,Sources2,Sources3,Sources4,Sources5,Justice,Cert,FBI
226,365369,Russia,Ukraine,Maritime Pre-attacks,10/25/2018,12/7/2018,3,3,365,2,0,1,0,0,3,1,15,1,0,"Russian government-affiliated actors launched coordinated cyber attacks against Ukrainian government and military targets before and during the attack and seizure of Ukrainian ships and sailors on November 25, a private intelligence firm announced this week. The attacks appeared to be aimed at stealing information that would have been relevant to planning the operation, according to Stealthcare, a cyber threat intelligence group.
",https://www.defenseone.com/technology/2018/12/russia-launched-cyber-attacks-against-ukraine-ship-seizures-firm-says/153375/,,,,,,,
227,365369,Russia,Ukraine,Ukrainian Judicial Authority ,12/3/2018,12/4/2018,3,2,365,1,1,0,0,0,0,1,11,1,0,Ukraine’s security service SBU announced to have blocked a cyber attack launched by Russian intelligence aimed at breaching information and telecommunications systems used by the country’s judiciary.,https://securityaffairs.co/wordpress/78726/cyber-warfare-2/sbu-russia-cyber-attack.html,https://www.kyivpost.com/ukraine-politics/sbu-blocks-cyber-attack-of-russian-special-services-on-ukraines-judicial-branch.html,,,,,,
228,365369,Russia,Ukraine,Mil and Gov VBA Attacks,10/15/2019,12/7/2019,3,2,365,2,0,1,0,0,3,1,11,0,0,"Russia linked APT group tracked as Gamaredon has been targeting several Ukrainian diplomats, government and military officials, and law enforcement. The Gamaredon attacks against Ukraine don’t seem to have stopped. In June malware researchers from Cybaze-Yoroi spotted a new suspicioUSactivity potentially linked to the popular APT group. The hacking campaign confirmed that the Gamaredon operations are still ongoing and the high interest of the Kremlin in infiltrating the East European ecosystem, especially the Ukranian one. The experts at Cybaze confirmed that the infection patterns were similar to the other attacks spotted in early 2019, including the Matryoshka structure and the use of chained SFX archives.",https://securityaffairs.co/wordpress/94792/apt/gamaredon-target-ukraine.html,,,,,,,
229,365369,Russia,Ukraine,Gas Holdings Hack,11/1/2019,1/13/2020,3,1,365,2,1,1,0,0,3,1,8,0,0,"Experts say the timing and scale of the attacks suggest that the Russians could be searching for potentially embarrassing material on the Bidens — the same kind of information that Mr. Trump wanted from Ukraine when he pressed for an investigation of the Bidens and Burisma, setting off a chain of events that led to his impeachment. The hacking attempts against Burisma, the Ukrainian gas company on whose board Hunter Biden served, began in early November, as talk of the Bidens, Ukraine and impeachment was dominating the news in the United States.",https://www.nytimes.com/2020/01/13/us/politics/russian-hackers-burisma-ukraine.html,https://cdn.area1security.com/reports/Area-1-Security-PhishingBurismaHoldings.pdf,https://www.bbc.com/news/world-us-canada-51103556,,,,,
230,365369,Russia,Ukraine,Ukraine pre-independence day attack ,8/19/2020,8/19/2020,3,2,365,1,1,1,0,0,2,1,17,0,0,Specialists of the NCCC at the NSDC of Ukraine noted that the analysis of the malware revealed signs of preparation for a large-scale coordinated attack on state authorities and critical infrastructure aimed at destabilizing the situation in Ukraine on the eve of the Independence Day and during the preparation for the upcoming local elections. ,https://thecyberwire.com/podcasts/daily-podcast/1156/notes ,,,,,,,
231,365372,Russia,Georgia,Georgia GeoPol Attack,1/1/2007,7/15/2016,3,2,365,3,0,1,0,0,4,2,11,0,0,Access networks of geopolitical interest to Russia,https://www.lawfareblog.com/russian-apt28, https://www.fireeye.com/content/dam/fireeye-www/global/en/current-threats/pdfs/rpt-apt28.pdf,,,,,,
232,365372,Russia,Georgia,Duke Series_C,4/8/2008,9/17/2015,3,2,365,3,0,1,0,0,3,2,11,0,0,Access networks of geopolitical interest to Russia,https://www.f-secure.com/documents/996508/1030745/dukes_whitepaper.pdf,,,,,,,
233,365372,Russia,Georgia,Before the gunfire,8/4/2008,8/6/2008,2,2,365,1,0,1,0,0,2,1,11,0,0,Widespread DDoS during the conventional Russian invasion of Georgia in August 2008,https://www.nytimes.com/2008/08/13/technology/13cyber.html?mtrref=www.google.com&gwh=72C72A75630F56F505CD560D4ADD0DDD&gwt=pay, https://www.afcea.org/committees/cyber/documents/therusso-georgianwar2008.pdf,,,,,,
234,365372,Russia,Georgia,Osinform,8/4/2008,8/4/2008,2,2,372,1,0,0,0,0,2,1,11,0,0,Retailation against the Russian hackers by Georgia and foreign operatives . .,https://www.zdnet.com/article/coordinated-russia-vs-georgia-cyber-attack-in-progress/, http://www.ismlab.usf.edu/isec/files/Georgia-Cyber-Attack-NATO-Aug-2008.pdf,,,,,,
235,365372,Russia,Georgia,VoiP/Telecom DDoS ,8/4/2008,8/8/2008,2,1,365,4,0,1,0,0,2,1,3,1,0,"Botnet that denied service of Georgia's largest telecom company, effectively knocking out civilian communications ",https://bits.blogs.nytimes.com/2008/08/11/georgia-takes-a-beating-in-the-cyberwar-with-russia/?mtrref=www.google.com&gwh=1FC43D78E3F0FFF830013BF6E3AA01AA&gwt=pay, https://www.wired.com/2008/08/georgia-under-o/,,,,,,
236,365372,Russia,Georgia,Russo-Georgia Cyber Actions,8/5/2008,8/5/2016,1,2,365,1,1,1,0,0,2,1,11,0,0,Website Defacement during conventional campaign,https://nakedsecurity.sophos.com/2008/08/12/conflict-between-russia-and-georgia-turns-to-cyber-warfare/, https://www.zdnet.com/article/coordinated-russia-vs-georgia-cyber-attack-in-progress/,,,,,,
237,365372,Russia,Georgia,Georbot,3/1/2011,3/23/2012,2,2,365,2,1,1,0,0,3,2,11,0,0,Georbot spyware campaign,https://www.infosecurity-magazine.com/news/georgia-russia-responsible-for-georbot-cyber-spy/,https://www.securityweek.com/new-botnet-discovered-targeting-georgia-nationals,,,,,,
238,365372,Russia,Georgia,Georgia MOD Attack,9/1/2014,10/24/2014,3,3,365,2,1,1,0,0,3,2,11,0,0,APT 28 group hacks Georgia MoD,https://www.lawfareblog.com/russian-apt28, https://www.fireeye.com/content/dam/fireeye-www/global/en/current-threats/pdfs/rpt-apt28.pdf,,,,,,
239,365372,Russia,Georgia,October Disruptions ,10/28/2019,10/28/2019,2,3,365,1,1,1,0,0,4,4,11,1,0,"Tthe attack directly affected the Georgian population, disrupted operations of several thousand Georgian government and privately-run websites and interrupted the broadcast of at least two major television stations.",https://www.usnews.com/news/technology/articles/2020-02-20/georgia-blames-russia-for-cyber-attack-on-its-websites-last-october,https://osce.usmission.gov/u-s-condemnation-of-russian-cyber-attack-on-georgia/,https://www.cnn.com/2020/02/20/politics/russia-georgia-hacking/index.html,https://www.consilium.europa.eu/en/press/press-releases/2020/02/21/declaration-by-the-high-representative-on-behalf-of-the-european-union-call-to-promote-and-conduct-responsible-behaviour-in-cyberspace/,https://www.gov.uk/government/news/uk-condemns-russias-gru-over-georgia-cyber-attacks,https://www.justice.gov/opa/pr/six-russian-gru-officers-charged-connection-worldwide-deployment-destructive-malware-and,,
240,365640,Russia ,Turkey,Russian DDoS Banks,11/25/2015,1/15/2015,2,1,365,1,0,1,0,0,2,1,9,1,0,Russsian hackers launch DDoS attacks against Turkish banks for dowining of Russian jet in Syria ,https://www.telegraph.co.uk/technology/internet-security/12057478/Could-cyberattack-on-Turkey-be-a-Russian-retaliation.html, https://thehill.com/policy/cybersecurity/264671-turkey-russia-rift-inciting-hackers-official-says,,,,,,
241,365640,Russia,Turkey,Russian DDoS TUR Govt,11/25/2015,1/15/2015,2,2,365,1,0,1,0,0,2,1,11,0,0,Russsian hackers launch DDoS attacks against Turkish govt for dowining of Russian jet in Syria ,https://www.telegraph.co.uk/technology/internet-security/12057478/Could-cyberattack-on-Turkey-be-a-Russian-retaliation.html, https://thehill.com/policy/cybersecurity/264671-turkey-russia-rift-inciting-hackers-official-says,,,,,,
242,365640,Russia ,Turkey,Turkish retaliation FSB,1/1/2016,1/15/2016,3,3,640,2,1,1,0,0,3,2,11,0,0,Breach of FSB to signal cpapbilities to Russian APT groups ,https://www.reuters.com/article/us-russia-turkey-minister-cybersecurity-idUSKBN0UH0HJ20160103, https://www.crowdstrike.com/blog/cyber-skirmish-russia-v-turkey/,,,,,,
243,365640,Russia,Turkey,Turkish retaliation banks ,1/1/2016,1/15/2016,2,1,640,1,0,1,0,0,2,1,9,1,0,DDoS retaliation on Russian banks for Russian cyber attacks ,https://www.reuters.com/article/us-russia-turkey-minister-cybersecurity-idUSKBN0UH0HJ20160104, https://www.crowdstrike.com/blog/cyber-skirmish-russia-v-turkey/,,,,,,
244,365732,Russia,S Korea,Olympic Destroyer,12/1/2017,2/10/2018,2,1,365,1,1,1,0,0,2,1,11,0,0,"During the Russian Olympics ban, Russia conducted a false flag attack against the Olympic Games.",https://www.wired.com/story/untold-story-2018-olympics-destroyer-cyberattack/,https://www.crowdstrike.com/blog/malicious-spear-phishing-campaign-targets-upcoming-winter-olympics-in-south-korea/,,,,https://www.justice.gov/opa/pr/six-russian-gru-officers-charged-connection-worldwide-deployment-destructive-malware-and,,
245,630640,Iran,Turkey,Rocket Kitten_A,5/5/2014,9/6/2015,3,1,630,3,0,1,0,0,3,2,17,0,0,Iranian group targeting academic instititions and NGOs ,https://www.reuters.com/article/us-cyber-research/iran-linked-cyber-spies-use-simple-yet-effective-hacks-report-idUSKBN1AA1US, https://codeanddagger.com/news/2018/7/27/what-is-rocket-kitten-purported-iranian-hacking-group,,,,,,
246,630640,Iran,Turkey,OilRig C,12/1/2015,2/15/2017,3,2,630,3,0,1,0,0,3,2,11,0,0,OilRig espionage camaping targets Turkish govt officials ,https://securityaffairs.co/wordpress/52027/hacking/oilrig-campaign-iran-hackers.html, https://www.forbes.com/sites/thomasbrewster/2017/02/15/oilrig-iran-hackers-cyberespionage-us-turkey-saudi-arabia/#73c3809e468a,,,,,,
247,630640,Iran,Turkey,Iran-Turkey Shipping and Telcom,1/1/2017,12/31/2017,3,1,630,2,0,1,0,0,4,1,3,1,0,"The Iran-Chafer  group staged a number of ambitious new attacks last year, including the compromise of a major telecoms services provider in the region. There is also evidence that it attempted to attack a major international travel reservations firm. Chafer appears to be primarily engaged in surveillance and tracking of individuals, with most of its attacks likely carried out to gather information on targets or facilitate surveillance.",https://www.cnbc.com/2018/03/01/iran-based-hacking-group-expanding-spying-operations-in-middle-east.html,https://symantec-enterprise-blogs.security.com/blogs/threat-intelligence/chafer-latest-attacks-reveal-heightened-ambitions,,,,,,
248,630640,Iran,Turkey,Iranian Attacks against Universities 2018 Turkey,8/1/2018,8/24/2018,4.4,1,630,2,0,1,0,0,3,4,17,0,0,"Secure works reports that Colbat Dickens, an Iranian backed group, spoofed websites from universities researchers and gained access to university networks",https://securityaffairs.co/wordpress/78726/cyber-warfare-2/sbu-russia-cyber-attack.html,,,,,,,
249,630640,Iran,Turkey,Iran-Turkey Shipping and Telcom II,11/1/2018,11/30/2018,3,2,630,2,0,1,0,0,4,2,13,0,0,The Iran-linked Chafer APT group used a new Python-based backdoor in attacks carried out in November 2018 that targeted a Turkish government entity. No clear information on the target.,https://www.fireeye.com/blog/threat-research/2019/01/apt39-iranian-cyber-espionage-group-focused-on-personal-information.html,https://securityboulevard.com/2020/01/iranian-apt-group-overview/,,,,,,
250,630640,Iran,Turkey,Loggerhead DNS Attack-Greece,12/1/2018,1/30/2019,4,3,630,3,0,1,0,0,4,2,11,1,0,Seeking admin privleges for government servers,https://us-cert.cisa.gov/ncas/alerts/TA18-106A : https://arstechnica.com/information-technology/2018/06/vpnfilter-malware-infecting-50000-devices-is-worse-than-we-thought/,https://blog.talosintelligence.com/2019/04/seaturtle.html,https://www.zdnet.com/article/hackers-breached-greeces-top-level-domain-registrar/,,,,https://us-cert.cisa.gov/ncas/alerts/TA18-106A : https://arstechnica.com/information-technology/2018/06/vpnfilter-malware-infecting-50000-devices-is-worse-than-we-thought/,
251,630640,Iran,Turkey,MuddyWater POWERSTATS,4/1/2019,4/30/2019,3,3,630,2,0,1,0,0,2,2,17,0,0,"In this operation, MuddyWater targted Turkish and Kurdish organizations.The initial distribution vector is distribution by an email containing a malicioUSOffice document to Kurdish targets associated with the security secotr and turkish military.",https://blog.trendmicro.com/trendlabs-security-intelligence/muddywater-resurfaces-uses-multi-stage-backdoor-powerstats-v3-and-new-post-exploitation-tools/,https://documents.trendmicro.com/assets/white_papers/wp_new_muddywater_findings_uncovered.pdf,https://www.cyberscoop.com/muddywaters-trend-micro-middle-east/,,,,,
252,630666,Iran,Israel,Electronic jihad,9/1/2000,9/1/2000,2,2,630,1,1,1,0,1,2,1,13,0,0,Iranian defacements on Israeli networks in response to Palestinian military ops ,http://www.ists.dartmouth.edu/docs/cyber_a1.pdf,https://www.bbc.com/news/technology-20356757.amp,,,,,,
253,630666,Iran,Israel,Cyber jihad,8/1/2001,8/1/2001,2,2,630,1,1,1,0,1,2,1,13,0,0,Propagandist defacements against Israel promoting Islamic cyber jihad.,https://www.bbc.com/news/technology-20356757.amp,,,,,,,
254,630666,Iran,Israel,Anti-semitic response,2/7/2006,2/7/2006,1,2,666,1,1,1,0,0,2,1,17,0,0,Retaliation against an Iranian newspaper that announced a competition to find  the best cartoons about the Holocaust.,https://www.thedailybeast.com/irans-holocaust-cartoon-competition, https://www.theguardian.com/world/2006/feb/07/muhammadcartoons.topstories3,,,,,,
255,630666,Iran,Israel,Lebanese action propaganda,10/27/2006,10/27/2006,2,2,630,1,1,0,0,1,2,1,6,0,0,Sort DDoS against Israel in response to the Israeli air and artillery attacks on Lebanon.,https://www.brookings.edu/wp-content/uploads/2012/04/2007islamforum_israel-hezb-war.pdf,,,,,,,
256,630666,Iran,Israel,Stuxnet .5_B,11/1/2007,6/1/2010,4.3,3,666,3,0,1,0,1,4,2,14,1,0,Intrusion in the Natanz plant gathering vulnerablity information ,https://www.symantec.com/connect/blogs/stuxnet-05-disrupting-uranium-processing-natanz,,,,,,,
257,630666,Iran,Israel,Cast Lead Retaliation,12/27/2008,12/27/2008,2,2,630,1,0,0,0,1,2,1,13,0,0,DDoS retaliation for Israel's Operation Cast Lead.,http://web.mit.edu/smadnick/www/wp/2017-10.pdf, https://foreignpolicy.com/2012/11/14/operation-cast-lead-2-0/,,,,,,
258,630666,Iran,Israel,Stuxnet_B,6/1/2009,10/1/2010,4.3,3,666,4,0,1,1,1,6,2,14,1,0,"Spohisticated worm that infiltrated Iran's nuclear facilities and caused centrifuge damage, coercive measure to discourage Iranian nuclear program ",https://www.wired.com/2014/11/countdown-to-zero-day-stuxnet/, https://www.csoonline.com/article/3218104/malware/what-is-stuxnet-who-created-it-and-how-does-it-work.html,,,,,,
259,630666,Iran,Israel,Flame_B,6/1/2009,12/2/2012,4.2,3,666,3,0,1,0,1,3,2,14,0,0,To steal and collect key information of the Iranian networks and systems that have been infected., https://www.wired.com/2012/05/flame/,,,,,,,
260,630666,Iran,Israel,Nuclear Facilities Virus,7/7/2009,1/1/2010,4.2,3,666,3,0,1,0,0,2,2,14,1,0,To infiltrate on the nuclear systems of Iran and learn the schematics of Natanz ,https://www.forbes.com/2010/10/06/iran-nuclear-computer-technology-security-stuxnet-worm.html#12962a8751e8,,,,,,,
261,630666,Iran,Israel,Duqu_B,9/11/2011,12/1/2011,3,3,666,3,0,1,0,1,3,2,14,1,0,Malware to  gain remote access capabilities. To copy the uranium enriching plant so that the US could map the entire centrifuge set up., https://www.symantec.com/content/dam/symantec/docs/security-center/white-papers/w32-duqu-11-en.pdf,,,,,,,
262,630666,Iran,Israel,Israel Infrastructure Hack,3/2/2013,6/8/2013,4.2,2,630,4,0,0,0,0,5,2,15,0,0,Netanyahu confirms Iran has been attmpting to hack its national infrastrcuture for several months,https://www.usatoday.com/story/tech/2013/10/27/ap-exclusive-israeli-tunnel-hit-by-cyber-attack/3281133/,,,,,,,
263,630666,Iran,Israel,Rocket Kitten_B,5/5/2014,9/6/2015,3,1,630,3,0,1,0,0,3,2,17,0,0,Iranian group targeting academic instititions and NGOs ,https://www.reuters.com/article/us-cyber-research/iran-linked-cyber-spies-use-simple-yet-effective-hacks-report-idUSKBN1AA1US, https://codeanddagger.com/news/2018/7/27/what-is-rocket-kitten-purported-iranian-hacking-group,,,,,,
264,630666,Iran,Israel,Duqu 2.0,6/1/2014,6/30/2015,3,2,666,3,0,1,0,0,3,2,14,1,0,"Duqu 2.0, for Iran, Israel injected the intrusion into systems hosting the events for the P5+1 nuclear negotiations with Iran",https://resources.infosecinstitute.com/duqu-2-0-the-most-sophisticated-malware-ever-seen/#gref,,,,,,,
265,630666,Iran,Israel,Iranian multiple espionage,7/1/2014,6/14/2015,3,2,630,2,0,0,0,0,1,2,13,0,0,"Iran implicated in data theft campaign that hit multiple states including Israel, Saudi Arabia, Yemen",https://www.timesofisrael.com/iran-spied-on-israel-saudi-arabia-with-major-cyberattack/, https://www.haaretz.com/israel-news/iranian-hackers-tried-to-spy-on-israelis-1.5419529,,,,,,
266,630666,Iran,Israel,Prince of Persia_B,5/4/2015,4/30/2016,3,1,630,3,0,1,0,0,3,2,8,0,0,Spyware infects Israeli industrial organization ,https://unit42.paloaltonetworks.com/prince-of-persia-infy-malware-active-in-decade-of-targeted-attacks/, https://www.cybersecurity-insiders.com/fireeye-discloses-cyber-attack-incident-details-on-triconex-ist/,,,,,,
267,630666,Iran,Israel,Iran/Hezbollah/Hamas,5/5/2015,6/15/2015,3,3,630,2,0,1,0,1,3,2,6,0,0,"Iran behind hacking on behalf of terror groups Hezbollah and Hamas, giving troop locations and stealing military technololgy ",https://www.timesofisrael.com/official-iran-hamas-conduct-cyber-attacks-against-israel/,,,,,,,
268,630666,Iran,Israel,OilRig D,12/1/2015,2/15/2017,3,1,630,3,0,1,0,0,3,2,13,0,0,OilRig espionage camaping targets intellectual property of several tech companies as well as universities ,https://securityaffairs.co/wordpress/52027/hacking/oilrig-campaign-iran-hackers.html, https://www.forbes.com/sites/thomasbrewster/2017/02/15/oilrig-iran-hackers-cyberespionage-us-turkey-saudi-arabia/#73c3809e468a,,,,,,
269,630666,Iran,Israel,OilRig E,12/1/2015,2/15/2017,3,2,630,3,0,1,0,0,3,2,13,0,0,OilRig espionage camaping targets multiple Israeli officials  ,https://securityaffairs.co/wordpress/52027/hacking/oilrig-campaign-iran-hackers.html, https://www.forbes.com/sites/thomasbrewster/2017/02/15/oilrig-iran-hackers-cyberespionage-us-turkey-saudi-arabia/#73c3809e468a,,,,,,
270,630666,Iran,Israel,Electric Powder,4/1/2016,2/1/2017,3,1,630,4,1,1,0,0,2,2,8,0,0,"Greenbug attempted to breach the Israel Electric Company using different methods to spread malware, they failed. The incident originally was reported in 2017 but a 2018 report attributed the attack to Greenbug. ",https://www.bbc.com/news/technology-53594440,https://www.clearskysec.com/iec/,,,,,,
271,630666,Iran,Israel,Iran-Israel Shipping and Telcom,1/1/2017,12/31/2017,3,1,630,2,0,1,0,0,4,1,15,0,0,"The Iran-Chafer  group staged a number of ambitious new attacks last year, including the compromise of a major telecoms services provider in the region. There is also evidence that it attempted to attack a major international travel reservations firm. Chafer appears to be primarily engaged in surveillance and tracking of individuals, with most of its attacks likely carried out to gather information on targets or facilitate surveillance.",https://www.cnbc.com/2018/03/01/iran-based-hacking-group-expanding-spying-operations-in-middle-east.html,https://symantec-enterprise-blogs.security.com/blogs/threat-intelligence/chafer-latest-attacks-reveal-heightened-ambitions,,,,,,
272,630666,Iran,Israel,Failed Missle system hack,2/1/2017,2/24/2017,3,3,630,4,0,0,0,0,0,4,6,0,0,"Tehan attempted to hack Israel's missle warning system in 2017, rfeported by  Brig. Gen. (res.) Noam Sha’ar, the outgoing head of the cyber defense division of the military’s Cyber Defense Directorate. ",https://www.bloomberg.com/news/articles/2019-02-24/iranian-hackers-drew-worryingly-close-to-israel-s-missile-alarm,https://www.timesofisrael.com/report-iran-tried-to-infiltrate-israels-rocket-alert-system/,,,,,,
273,630666,Iran,Israel,Operation Wilted Tulip-Israel,3/1/2017,7/1/2017,3,2,630,2,0,1,0,0,3,1,11,0,0,"Iran sent phising emails to Israeli embassies and foreign embassies in Israel, this was one part of a bigger scheme/operation titled Operation Wilted Tulip",https://www.cybersecurity-review.com/news-july-2017/experts-unveil-cyber-espionage-attacks-by-copykittens-hackers/,,,,,,,
274,630666,Iran,Israel,Iraian Word Processing Attack,4/19/2017,4/24/2017,3,1,630,3,0,0,0,0,3,1,6,0,0,Iran's OilRig group is linked to this failed exploitation of Microsoft word. Over 150 organizations were targeted including Israel's DIB and Academics. CVE-2017-0199,https://www.cyberscoop.com/iranian-hackers-used-a-microsoft-word-flaw-in-a-campaign-against-israeli-targets/,https://unit42.paloaltonetworks.com/unit42-oilrig-group-steps-attacks-new-delivery-documents-new-injector-trojan/,https://www.bleepingcomputer.com/news/security/new-email-hacking-tool-from-oilrig-apt-group-leaked-online/,,,,,
275,630666,Iran,Israel,PuppyRat,7/27/2017,7/27/2017,3,1,630,3,0,0,0,0,3,1,8,0,0,"Iran engaged in a social engineering plot to ensnare its targets with a “honey pot” sending the malware, known as PupyRAT, would give an attacker complete control of a compromised computer and access to network credentials, suggesting government espionage.",https://threatpost.com/apt-group-uses-catfish-technique-to-ensnare-victims/127028/,https://www.secureworks.com/blog/iranian-pupyrat-bites-middle-eastern-organizations,,,,,,
276,630666,Iran,Israel,Iranian Attacks against Universities 2018 Israel,8/1/2018,8/24/2018,4.4,1,630,2,0,1,0,0,3,4,17,0,0,"Secure works reports that Colbat Dickens, an Iranian backed group, spoofed websites from universities researchers and gained access to university networks",https://apnews.com/article/26815e0d06d348f4b85350e96b78f6a8 : ,,,,,,,
277,630666,Iran ,Israel,Holy Water Attack,4/24/2020,7/1/2020,4.2,1,630,1,0,0,0,0,4,1,16,1,0,"Iran unsuccessfully attacked Isreal water treatment plants, pumping stations, and sewage",https://www.washingtonpost.com/national-security/intelligence-officials-say-attempted-cyberattack-on-israeli-water-utilities-linked-to-iran/2020/05/08/f9ab0d78-9157-11ea-9e23-6914ee410a5f_story.html,"https://www.ynet.co.il/articles/0,7340,L-5720969,00.html",,,,,,
278,630666,Iran,Israel,Shahid Rajaee port hack ,5/9/2020,5/10/2020,4,2,666,1,0,1,0,0,4,1,16,1,0,"Attack against Iranian port, disrupting operations for several days. Linked to April attack against Isreal's water system. ",https://www.nytimes.com/2020/05/19/world/middleeast/israel-iran-cyberattacks.html,https://www.washingtonpost.com/national-security/officials-israel-linked-to-a-disruptive-cyberattack-on-iranian-port-facility/2020/05/18/9d1da866-9942-11ea-89fd-28fb313d1886_story.html,https://www.reuters.com/article/us-mideast-iran-israel-cyber/israel-linked-to-cyberattack-on-iranian-port-washington-post-idUSKBN22U363,,,,,
279,630666,Iran,Israel,Charming Christmas,7/1/2020,12/25/2020,3,2,630,2,0,0,0,0,3,1,11,0,0,"Multiple Israeli Iranist and middle east researchers were sent emails and Twitter direct messages by made up entities.  The attackers usually try to gain access to private email and Facebook accounts. They seek to infiltrate the targets’ social network as a hop point to breach other accounts in their social network, or to collect information about their targets. Sometimes, they aim at establishing a foothold on the target’s computer to gain access into their organization",https://blog.certfa.com/posts/charming-kitten-christmas-gift/,https://www.cyberscoop.com/iran-espionage-charming-kitten-certfa/,,,,,,
280,630670,Iran,Saudi Arabia,Shamoon,8/15/2012,8/16/2012,4.1,2,630,4,0,1,0,0,6,1,8,1,0,"Shamoon wiper malware wipes the data of 30,000 Aramco oil company computers",https://www.nytimes.com/2012/10/24/business/global/cyberattack-on-saudi-oil-firm-disquiets-us.html, https://ics-cert.us-cert.gov/jsar/JSAR-12-241-01B,,,,,,
281,630670,Iran,Saudi Arabia,RasGas Attack,8/20/2012,8/21/2012,4.1,2,630,4,0,1,0,0,6,1,8,1,0,"Encore of Shamoon, this wiper malware targeted state owned natural gas company RasGas",https://www.wired.com/2012/08/hack-attack-strikes-rasgas/, https://www.theregister.co.uk/2012/08/30/rasgas_malware_outbreak/,,,,,,
282,630670,Iran,Saudi Arabia,Rocket Kitten_C,5/5/2014,9/6/2015,3,2,630,3,0,1,0,0,3,2,13,0,0,Iranian group targeting high profile officials to steal sensitive info ,https://www.reuters.com/article/us-cyber-research/iran-linked-cyber-spies-use-simple-yet-effective-hacks-report-idUSKBN1AA1US, https://codeanddagger.com/news/2018/7/27/what-is-rocket-kitten-purported-iranian-hacking-group,,,,,,
283,630670,Iran,Saudi Arabia,Iranian multiple espionage,7/1/2014,6/14/2015,3,2,630,2,0,0,0,0,3,2,13,0,0,"Iran implicated in data theft campaign that hit multiple states including Israel, Saudi Arabia, Yemen",https://www.timesofisrael.com/iran-spied-on-israel-saudi-arabia-with-major-cyberattack/, https://www.haaretz.com/israel-news/iranian-hackers-tried-to-spy-on-israelis-1.5419529,,,,,,
284,630670,Iran,Saudi Arabia,Saffron Rose SA,4/1/2015,6/24/2015,3,2,630,2,1,1,0,0,4,1,13,0,0,"Yemeni Cyber Army, possible Iranian APT group, steals info and releases it to social media platforms ",https://www.fireeye.com/content/dam/fireeye-www/global/en/current-threats/pdfs/rpt-operation-saffron-rose.pdf, https://securityaffairs.co/wordpress/24923/cyber-crime/ajax-security-team-iran.html,,,,,,
285,630670,Iran,Saudi Arabia,OilRig F,12/1/2015,2/15/2017,3,1,630,3,0,1,0,0,3,2,13,1,0,OilRig espionage camaping targets Saudi private sector ,https://securityaffairs.co/wordpress/52027/hacking/oilrig-campaign-iran-hackers.html, https://www.forbes.com/sites/thomasbrewster/2017/02/15/oilrig-iran-hackers-cyberespionage-us-turkey-saudi-arabia/#73c3809e468a,,,,,,
286,630670,Iran,Saudi Arabia,Shamoon 2.0,11/27/2016,1/17/2017,4.1,2,630,4,0,1,0,0,5,1,8,1,0,Wiper malware destroys data from several SA companies ,https://www.symantec.com/connect/blogs/shamoon-back-dead-and-destructive-ever,https://unit42.paloaltonetworks.com/unit42-second-wave-shamoon-2-attacks-identified/,https://securityintelligence.com/the-full-shamoon-how-the-devastating-malware-was-inserted-into-networks/,,,,,
287,630670,Iran,Saudi Arabia,Tasnee Attack,1/1/2017,3/1/2018,4.2,1,630,4,0,0,0,0,4,1,1,1,0,"Iranian hackers took down computers at National Industrialization Company (Tasnee) which is one of the few privately owned Saudi petrochemical companies. the hard drives inside the company’s computers were destroyed and their data wiped clean, replaced with an image of Alan Kurdi, the small Syrian child who drowned off the coast of Turkey during his family’s attempt to flee that country’s civil war. The intent of the January attacks, Tasnee officials and researchers at the security company Symantec believe, was to inflict lasting damage on the petrochemical companies and send a political message. Recovery took months.",https://www.nytimes.com/2018/03/15/technology/saudi-arabia-hacks-cyberattacks.html,https://www.securitymagazine.com/articles/88818-saudi-arabia-investigating-critical-infrastructure-cyberattack,,,,,,
288,630670,Iran,Saudi Arabia,Iran-SA Shipping and Telecom,1/1/2018,12/31/2019,3,2,630,1,0,0,0,0,3,2,3,1,0,"This most recent wave of cyberattacks started in 2018 and have lasted until at least the end of 2019, targeting several unnamed organizations based in Kuwait and Saudi Arabia. The campaigns used a bevy of custom-built tools, as well as “living off the land” tactics. Living off the land tools are features already existing in the target environment, which are abused by attackers to help them achieve persistence. The campaign targeted air transportation and government. The attacker's activity occurred on weekends. In the Kuwait attack, threat actors created their own user account; the Saudi Arabia attack relied on social engineering to compromise victims. The end goal of both attacks was likely data exploration and exfiltration",https://securityaffairs.co/wordpress/103556/apt/chafer-apt-kuwait-saudi-arabia.html,,,,,,,
